dataset,fname,label,sublabel
b,122_1306325762831_B.wav,,
b,123_1306331925797_A.wav,,
b,123_1306331925797_D.wav,,
b,125_1306332456645_B2.wav,,
b,126_1306777102824_C1.wav,,
b,126_1306777102824_D1.wav,,
b,127_1306764300147_D.wav,,
b,128_1306344005749_C.wav,,
b,129_1306344506305_B.wav,,
b,130_1306347376079_A.wav,,
b,132_1306758754432_A.wav,,
b,132_1306758754432_B.wav,,
b,132_1306758754432_D.wav,,
b,134_1306428161797_A.wav,,
b,134_1306428161797_B.wav,,
b,135_1306428972976_D.wav,,
b,136_1306429977501_A.wav,,
b,136_1306429977501_D.wav,,
b,137_1306764999211_A.wav,,
b,137_1306764999211_B1.wav,,
b,137_1306764999211_D2.wav,,
b,138_1306762146980_C.wav,,
b,139_1306519274653_B.wav,,
b,139_1306519274653_C.wav,,
b,141_1306520154450_A.wav,,
b,141_1306520154450_D.wav,,
b,142_1306763049574_C.wav,,
b,143_1306763822290_D.wav,,
b,144_1306522408528_A.wav,,
b,145_1307987561278_A.wav,,
b,145_1307987561278_D.wav,,
b,146_1306778707532_C.wav,,
b,146_1306778707532_D31.wav,,
b,147_1306523973811_D.wav,,
b,148_1306768801551_A.wav,,
b,148_1306768801551_C.wav,,
b,148_1306768801551_D.wav,,
b,149_1306776016110_C.wav,,
b,150_1306776340746_D.wav,,
b,151_1306779785624_A1.wav,,
b,152_1306779561195_B.wav,,
b,152_1306779561195_C.wav,,
b,152_1306779561195_D1.wav,,
b,153_1306848820671_D.wav,,
b,154_1306935608852_A.wav,,
b,154_1306935608852_A2.wav,,
b,154_1306935608852_D.wav,,
b,154_1306935608852_D1.wav,,
b,155_1306935902813_B.wav,,
b,155_1306935902813_B2.wav,,
b,155_1306935902813_D.wav,,
b,156_1306936373241_C.wav,,
b,156_1306936373241_D.wav,,
b,157_1306937583792_C.wav,,
b,159_1307018640315_A.wav,,
b,159_1307018640315_B.wav,,
b,159_1307018640315_C.wav,,
b,160_1307100683334_C.wav,,
b,161_1307101199321_D.wav,,
b,162_1307101835989_C.wav,,
b,163_1307104470471_B.wav,,
b,163_1307104470471_B1.wav,,
b,163_1307104470471_D.wav,,
b,164_1307106095995_D.wav,,
b,165_1307109069581_B.wav,,
b,167_1307111318050_C1.wav,,
b,167_1307111318050_D.wav,,
b,169_1307970398039_B.wav,,
b,169_1307970398039_C1.wav,,
b,170_1307970562729_D.wav,,
b,171_1307971016233_C.wav,,
b,171_1307971016233_F.wav,,
b,172_1307971284351_C.wav,,
b,172_1307971284351_D.wav,,
b,173_1307973611151_D.wav,,
b,174_1307987737137_C.wav,,
b,175_1307987962616_C.wav,,
b,176_1307988171173_A1.wav,,
b,176_1307988171173_C.wav,,
b,176_1307988171173_C1.wav,,
b,177_1307989650056_C.wav,,
b,178_1307989887769_A.wav,,
b,179_1307990076841_D1.wav,,
b,180_1307990956284_B.wav,,
b,180_1307990956284_D.wav,,
b,181_1308052613891_C.wav,,
b,184_1308073010307_C.wav,,
b,186_1308073648738_C.wav,,
b,186_1308073648738_D1.wav,,
b,187_1308073994223_C.wav,,
b,189_1308075231945_A.wav,,
b,189_1308075231945_C.wav,,
b,191_1308077299430_C.wav,,
b,191_1308077299430_D.wav,,
b,193_1308078104592_A.wav,,
b,193_1308078104592_D.wav,,
b,194_1308139824187_C.wav,,
b,195_1308140095331_D.wav,,
b,196_1308141034858_D.wav,,
b,197_1308141235553_B.wav,,
b,200_1308144251434_C1.wav,,
b,201_1308144942432_B.wav,,
b,202_1308145175747_B.wav,,
b,203_1308162026258_C.wav,,
b,204_1308159229275_B1.wav,,
b,206_1308159601959_C1.wav,,
b,207_1308159792607_B3.wav,,
b,209_1308162216750_B.wav,,
b,209_1308162216750_C.wav,,
b,210_1308162935880_D.wav,,
b,212_1308245076477_C.wav,,
b,213_1308245263936_B.wav,,
b,214_1308245489717_A1.wav,,
b,215_1308245664733_D.wav,,
b,216_1308245839516_B1.wav,,
b,217_1308246111629_A.wav,,
b,217_1308246111629_B.wav,,
b,217_1308246111629_D.wav,,
b,220_1308250132896_A.wav,,
b,222_1308336218979_B.wav,,
b,227_1308594233667_D.wav,,
b,229_1308594979317_C.wav,,
b,231_1308748318393_B.wav,,
b,231_1308748318393_C.wav,,
b,232_1308748524018_A1.wav,,
b,232_1308748524018_D.wav,,
b,235_1308749032454_C1.wav,,
b,235_1308749032454_D1.wav,,
b,237_1308750231222_C1.wav,,
b,239_1309195730333_D.wav,,
b,240_1309196119795_D.wav,,
b,242_1309197394064_A.wav,,
b,242_1309197394064_C.wav,,
b,243_1309197760898_D.wav,,
b,245_1309198844065_A.wav,,
b,245_1309200438094_C.wav,,
b,248_1309201683806_B.wav,,
b,248_1309201683806_D.wav,,
b,254_1309350589009_B.wav,,
b,255_1309351210897_B.wav,,
b,259_1309352630271_B.wav,,
b,260_1309353164458_A.wav,,
b,262_1309355283807_B.wav,,
b,264_1309356143724_A.wav,,
b,268_1309368960960_A.wav,,
b,268_1309368960960_E.wav,,
b,270_1309369533040_D.wav,,
b,271_1309369876160_B.wav,,
b,272_1309370164386_B.wav,,
b,274_1311075637574_C.wav,,
b,278_1311163365896_C.wav,,
b,278_1311163365896_D.wav,,
b,280_1311165195344_B.wav,,
b,281_1311165683454_C.wav,,
b,282_1311166081161_D.wav,,
b,284_1311168471850_C.wav,,
b,286_1311170606028_B.wav,,
b,287_1311170903290_D.wav,,
b,288_1311164615284_B.wav,,
b,290_1311182875320_B.wav,,
b,293_1311680805936_B.wav,,
b,293_1311680805936_B2.wav,,
b,294_1311681084248_D.wav,,
b,296_1311682952647_A.wav,,
b,296_1311682952647_B.wav,,
b,300_1311772096120_B.wav,,
b,300_1311772096120_C.wav,,
b,300_1311772096120_D.wav,,
b,135_1306428972976_A.wav,murmur,noisymurmur
b,135_1306428972976_B.wav,murmur,noisymurmur
b,135_1306428972976_C.wav,murmur,noisymurmur
b,156_1306936373241_A.wav,murmur,noisymurmur
b,156_1306936373241_B1.wav,murmur,noisymurmur
b,160_1307100683334_D.wav,murmur,noisymurmur
b,161_1307101199321_B.wav,murmur,noisymurmur
b,161_1307101199321_C.wav,murmur,noisymurmur
b,162_1307101835989_B_1.wav,murmur,noisymurmur
b,162_1307101835989_D.wav,murmur,noisymurmur
b,164_1307106095995_C1.wav,murmur,noisymurmur
b,165_1307109069581_A.wav,murmur,noisymurmur
b,165_1307109069581_C1.wav,murmur,noisymurmur
b,165_1307109069581_D.wav,murmur,noisymurmur
b,171_1307971016233_D.wav,murmur,noisymurmur
b,171_1307971016233_F.wav,murmur,noisymurmur
b,185_1308073325396_D.wav,murmur,noisymurmur
b,231_1308748318393_A.wav,murmur,noisymurmur
b,240_1309201366049_C.wav,murmur,noisymurmur
b,240_1309201366049_D.wav,murmur,noisymurmur
b,243_1309197760898_B.wav,murmur,noisymurmur
b,243_1309197760898_C.wav,murmur,noisymurmur
b,272_1309370164386_C.wav,murmur,noisymurmur
b,288_1311164615284_B1.wav,murmur,noisymurmur
b,288_1311164615284_C.wav,murmur,noisymurmur
b,292_1311185449649_D.wav,murmur,noisymurmur
b,293_1311680805936_C.wav,murmur,noisymurmur
b,293_1311680805936_D.wav,murmur,noisymurmur
b,101_1305030823364_B.wav,normal,noisynormal
b,101_1305030823364_E.wav,normal,noisynormal
b,104_1305032492469_A.wav,normal,noisynormal
b,105_1305033453095_A.wav,normal,noisynormal
b,105_1305033453095_C.wav,normal,noisynormal
b,106_1306776721273_A.wav,normal,noisynormal
b,107_1305654946865_A.wav,normal,noisynormal
b,108_1305654420093_A.wav,normal,noisynormal
b,108_1305654420093_B.wav,normal,noisynormal
b,109_1305653646620_A.wav,normal,noisynormal
b,109_1305653972028_A.wav,normal,noisynormal
b,109_1305653972028_C.wav,normal,noisynormal
b,109_1305653972028_E.wav,normal,noisynormal
b,109_1305653972028_F.wav,normal,noisynormal
b,110_1305655332337_A.wav,normal,noisynormal
b,110_1305655332337_B.wav,normal,noisynormal
b,113_1306244002866_A.wav,normal,noisynormal
b,113_1306244002866_B.wav,normal,noisynormal
b,115_1306259437619_A1.wav,normal,noisynormal
b,115_1306259437619_B.wav,normal,noisynormal
b,117_1306262456650_A.wav,normal,noisynormal
b,117_1306262456650_C.wav,normal,noisynormal
b,117_1306262456650_D.wav,normal,noisynormal
b,118_1306262335509_B.wav,normal,noisynormal
b,118_1306262335509_C1.wav,normal,noisynormal
b,118_1306262335509_D.wav,normal,noisynormal
b,121_1306263877235_A.wav,normal,noisynormal
b,121_1306263877235_C.wav,normal,noisynormal
b,121_1306263877235_D.wav,normal,noisynormal
b,123_1306331925797_B.wav,normal,noisynormal
b,123_1306331925797_C.wav,normal,noisynormal
b,125_1306332456645_A1.wav,normal,noisynormal
b,125_1306332456645_A2.wav,normal,noisynormal
b,125_1306332456645_B1.wav,normal,noisynormal
b,125_1306332456645_C.wav,normal,noisynormal
b,125_1306332456645_D.wav,normal,noisynormal
b,127_1306764300147_D1.wav,normal,noisynormal
b,129_1306344506305_A.wav,normal,noisynormal
b,129_1306344506305_C.wav,normal,noisynormal
b,130_1306347376079_B.wav,normal,noisynormal
b,130_1306347376079_C.wav,normal,noisynormal
b,132_1306758754432_B1.wav,normal,noisynormal
b,132_1306758754432_C.wav,normal,noisynormal
b,133_1306759619127_A1.wav,normal,noisynormal
b,133_1306759619127_B1.wav,normal,noisynormal
b,133_1306759619127_C.wav,normal,noisynormal
b,133_1306759619127_D1.wav,normal,noisynormal
b,134_1306428161797_B1.wav,normal,noisynormal
b,134_1306428161797_D1.wav,normal,noisynormal
b,136_1306429977501_B.wav,normal,noisynormal
b,136_1306429977501_C.wav,normal,noisynormal
b,136_1306429977501_D1.wav,normal,noisynormal
b,137_1306764999211_A1.wav,normal,noisynormal
b,137_1306764999211_A2.wav,normal,noisynormal
b,137_1306764999211_B.wav,normal,noisynormal
b,137_1306764999211_C1.wav,normal,noisynormal
b,137_1306764999211_D1.wav,normal,noisynormal
b,138_1306762146980_A.wav,normal,noisynormal
b,138_1306762146980_D.wav,normal,noisynormal
b,139_1306519274653_D.wav,normal,noisynormal
b,140_1306519735121_C.wav,normal,noisynormal
b,141_1306520154450_A1.wav,normal,noisynormal
b,141_1306520154450_B1.wav,normal,noisynormal
b,141_1306520154450_C1.wav,normal,noisynormal
b,142_1306763049574_A.wav,normal,noisynormal
b,142_1306763049574_B.wav,normal,noisynormal
b,142_1306763049574_D.wav,normal,noisynormal
b,143_1306763822290_A.wav,normal,noisynormal
b,144_1306522408528_A1.wav,normal,noisynormal
b,144_1306522408528_C.wav,normal,noisynormal
b,146_1306778707532_D.wav,normal,noisynormal
b,147_1306523973811_B.wav,normal,noisynormal
b,149_1306776016110_A.wav,normal,noisynormal
b,150_1306776340746_A.wav,normal,noisynormal
b,151_1306779785624_C.wav,normal,noisynormal
b,154_1306935608852_C.wav,normal,noisynormal
b,155_1306935902813_A.wav,normal,noisynormal
b,155_1306935902813_C.wav,normal,noisynormal
b,157_1306937583792_A.wav,normal,noisynormal
b,157_1306937583792_B.wav,normal,noisynormal
b,158_1306947254705_B1.wav,normal,noisynormal
b,158_1306947254705_D.wav,normal,noisynormal
b,159_1307018640315_A1.wav,normal,noisynormal
b,159_1307018640315_B.wav,normal,noisynormal
b,163_1307104470471_D1.wav,normal,noisynormal
b,167_1307111318050_A1.wav,normal,noisynormal
b,167_1307111318050_B.wav,normal,noisynormal
b,168_1307970069434_A1.wav,normal,noisynormal
b,169_1307970398039_A.wav,normal,noisynormal
b,170_1307970562729_C1.wav,normal,noisynormal
b,172_1307971284351_A.wav,normal,noisynormal
b,173_1307973611151_B.wav,normal,noisynormal
b,173_1307973611151_C1.wav,normal,noisynormal
b,176_1307988171173_D.wav,normal,noisynormal
b,178_1307989887769_B1.wav,normal,noisynormal
b,181_1308052613891_A.wav,normal,noisynormal
b,182_1308053371395_B.wav,normal,noisynormal
b,188_1308074301731_A.wav,normal,noisynormal
b,189_1308075231945_A1.wav,normal,noisynormal
b,194_1308139824187_C.wav,normal,noisynormal
b,198_1308141739338_D.wav,normal,noisynormal
b,207_1308159792607_D.wav,normal,noisynormal
b,216_1308245839516_D.wav,normal,noisynormal
b,234_1308748855534_B.wav,normal,noisynormal
b,246_1309199278902_D.wav,normal,noisynormal
b,258_1309352253234_A.wav,normal,noisynormal
b,264_1309356143724_B.wav,normal,noisynormal
b,264_1309356143724_C.wav,normal,noisynormal
b,264_1309356143724_D.wav,normal,noisynormal
b,270_1309369533040_A.wav,normal,noisynormal
b,270_1309369533040_B.wav,normal,noisynormal
b,271_1309369876160_A.wav,normal,noisynormal
b,271_1309369876160_C.wav,normal,noisynormal
b,271_1309369876160_D.wav,normal,noisynormal
b,278_1311163365896_B.wav,normal,noisynormal
b,284_1311168471850_A.wav,normal,noisynormal
b,284_1311168471850_B.wav,normal,noisynormal
b,285_1311169246969_C.wav,normal,noisynormal
b,296_1311682952647_C.wav,normal,noisynormal
b,296_1311682952647_D.wav,normal,noisynormal
